No,;Time;Source;Destination;Protocol;Length;Info;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1054;6,637595;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=571593 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,637595;6,637821;0,000226;;-0,001019;0,001245;0,002264
1055;6,637821;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=572953 Win=532992 Len=0;;;;6,637821;6,639066;0,001245;;0,000946;0,000299;-0,000647
1056;6,639066;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=572953 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,639066;6,639365;0,000299;;-0,000107;0,000406;0,000513
1057;6,639365;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;6,639365;6,639771;0,000406;;-0,001073;0,001479;0,002552
1058;6,639771;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=575673 Win=532992 Len=0;;;;6,639771;6,64125;0,001479;;0,000971;0,000508;-0,000463
1059;6,64125;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=575673 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,64125;6,641758;0,000508;;0,000252;0,000256;4,00E-06
1060;6,641758;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=577033 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,641758;6,642014;0,000256;;-0,001531;0,001787;0,003318
1061;6,642014;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=578393 Win=532992 Len=0;;;;6,642014;6,643801;0,001787;;0,001195;0,000592;-0,000603
1062;6,643801;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=578393 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,643801;6,644393;0,000592;;0,000501;9,10E-05;-0,00041
1063;6,644393;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=579753 Ack=7323 Win=80896 Len=2720 [TCP segment of a reassembled PDU];;;;6,644393;6,644484;9,10E-05;;-0,000778;0,000869;0,001647
1064;6,644484;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=582473 Win=532992 Len=0;;;;6,644484;6,645353;0,000869;;0,000617;0,000252;-0,000365
1065;6,645353;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=582473 Ack=7323 Win=80896 Len=2720 [TCP segment of a reassembled PDU];;;;6,645353;6,645605;0,000252;;-0,000501;0,000753;0,001254
1066;6,645605;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=585193 Win=532992 Len=0;;;;6,645605;6,646358;0,000753;;0,000609;0,000144;-0,000465
1067;6,646358;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=585193 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,646358;6,646502;0,000144;;-0,00274;0,002884;0,005624
1068;6,646502;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=586553 Win=532992 Len=0;;;;6,646502;6,649386;0,002884;;0,002202;0,000682;-0,00152
1069;6,649386;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=586553 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,649386;6,650068;0,000682;;0,000287;0,000395;0,000108
1070;6,650068;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;6,650068;6,650463;0,000395;;-0,000687;0,001082;0,001769
1071;6,650463;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=591993 Win=532992 Len=0;;;;6,650463;6,651545;0,001082;;-0,005515;0,006597;0,012112
1072;6,651545;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=591993 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,651545;6,658142;0,006597;;0,006434;0,000163;-0,006271
1073;6,658142;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=593353 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,658142;6,658305;0,000163;;-0,001114;0,001277;0,002391
1074;6,658305;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=594713 Win=532992 Len=0;;;;6,658305;6,659582;0,001277;;0,001063;0,000214;-0,000849
1075;6,659582;114,4,169,236;192,168,43,157;TCP;10934;443  >  50275 [ACK] Seq=594713 Ack=7323 Win=80896 Len=10880 [TCP segment of a reassembled PDU];;;;6,659582;6,659796;0,000214;;-0,004663;0,004877;0,00954
1076;6,659796;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=605593 Win=532992 Len=0;;;;6,659796;6,664673;0,004877;;0,004129;0,000748;-0,003381
1077;6,664673;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=605593 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,664673;6,665421;0,000748;;0,000565;0,000183;-0,000382
1078;6,665421;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;6,665421;6,665604;0,000183;;-0,000987;0,00117;0,002157
1079;6,665604;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=611033 Win=532992 Len=0;;;;6,665604;6,666774;0,00117;;-0,001006;0,002176;0,003182
1080;6,666774;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=611033 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,666774;6,66895;0,002176;;0,001933;0,000243;-0,00169
1081;6,66895;114,4,169,236;192,168,43,157;TLSv1,3;15014;Application Data [TCP segment of a reassembled PDU];;;;6,66895;6,669193;0,000243;;-0,006319;0,006562;0,012881
1082;6,669193;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=627353 Win=532992 Len=0;;;;6,669193;6,675755;0,006562;;0,005528;0,001034;-0,004494
1083;6,675755;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=627353 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,675755;6,676789;0,001034;;0,00075;0,000284;-0,000466
1084;6,676789;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=628713 Ack=7323 Win=80896 Len=5440 [TCP segment of a reassembled PDU];;;;6,676789;6,677073;0,000284;;-0,000876;0,00116;0,002036
1085;6,677073;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=634153 Win=532992 Len=0;;;;6,677073;6,678233;0,00116;;0,000896;0,000264;-0,000632
1086;6,678233;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=634153 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,678233;6,678497;0,000264;;-6,00E-06;0,00027;0,000276
1087;6,678497;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=635513 Win=532992 Len=0;;;;6,678497;6,678767;0,00027;;-1,20E-05;0,000282;0,000294
1088;6,678767;114,4,169,236;192,168,43,157;TLSv1,3;5494;Application Data [TCP segment of a reassembled PDU];;;;6,678767;6,679049;0,000282;;-0,001264;0,001546;0,00281
1089;6,679049;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=640953 Win=532992 Len=0;;;;6,679049;6,680595;0,001546;;0,000815;0,000731;-8,40E-05
1090;6,680595;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=640953 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,680595;6,681326;0,000731;;0,000552;0,000179;-0,000373
1091;6,681326;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=642313 Ack=7323 Win=80896 Len=4080 [TCP segment of a reassembled PDU];;;;6,681326;6,681505;0,000179;;-0,06498;0,065159;0,130139
1092;6,681505;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=646393 Win=532992 Len=0;;;;6,681505;6,746664;0,065159;;0,064483;0,000676;-0,063807
1093;6,746664;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=646393 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,746664;6,74734;0,000676;;0,000212;0,000464;0,000252
1094;6,74734;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=647753 Ack=7323 Win=80896 Len=4080 [TCP segment of a reassembled PDU];;;;6,74734;6,747804;0,000464;;-0,000405;0,000869;0,001274
1095;6,747804;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=651833 Win=532992 Len=0;;;;6,747804;6,748673;0,000869;;1,00E-04;0,000769;0,000669
1096;6,748673;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;6,748673;6,749442;0,000769;;-0,002969;0,003738;0,006707
1097;6,749442;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=659993 Win=532992 Len=0;;;;6,749442;6,75318;0,003738;;0,002654;0,001084;-0,00157
1098;6,75318;114,4,169,236;192,168,43,157;TLSv1,3;34054;Application Data, Application Data;;;;6,75318;6,754264;0,001084;;-0,008374;0,009458;0,017832
1099;6,754264;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=693993 Win=532992 Len=0;;;;6,754264;6,763722;0,009458;;0,009458;0;-0,009458
1100;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=693993 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1101;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=695353 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1102;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=696713 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1103;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=698073 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1104;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=699433 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1105;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=700793 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1106;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=702153 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1107;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=703513 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1108;6,763722;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1109;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=706233 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1110;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=707593 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1111;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=708953 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1112;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=710313 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1113;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=711673 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1114;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=713033 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1115;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=714393 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1116;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=715753 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1117;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=717113 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1118;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=718473 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1119;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=719833 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1120;6,763722;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1121;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=722553 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1122;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=723913 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;0;0;0
1123;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=725273 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,763722;0;;-0,001431;0,001431;0,002862
1124;6,763722;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=726633 Ack=7323 Win=80896 Len=1360 [TCP segment of a reassembled PDU];;;;6,763722;6,765153;0,001431;;0,001035;0,000396;-0,000639
1125;6,765153;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=695353 Win=532992 Len=0;;;;6,765153;6,765549;0,000396;;9,00E-05;0,000306;0,000216
1126;6,765549;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=698073 Win=532992 Len=0;;;;6,765549;6,765855;0,000306;;1,40E-05;0,000292;0,000278
1127;6,765855;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=700793 Win=532992 Len=0;;;;6,765855;6,766147;0,000292;;-1,40E-05;0,000306;0,00032
1128;6,766147;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=703513 Win=532992 Len=0;;;;6,766147;6,766453;0,000306;;1,10E-05;0,000295;0,000284
1129;6,766453;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=706233 Win=532992 Len=0;;;;6,766453;6,766748;0,000295;;-1,30E-05;0,000308;0,000321
1130;6,766748;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=708953 Win=532992 Len=0;;;;6,766748;6,767056;0,000308;;1,00E-05;0,000298;0,000288
1131;6,767056;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=711673 Win=532992 Len=0;;;;6,767056;6,767354;0,000298;;4,00E-06;0,000294;0,00029
1132;6,767354;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=714393 Win=532992 Len=0;;;;6,767354;6,767648;0,000294;;-1,00E-05;0,000304;0,000314
1133;6,767648;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=717113 Win=532992 Len=0;;;;6,767648;6,767952;0,000304;;-5,00E-06;0,000309;0,000314
1134;6,767952;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=719833 Win=532992 Len=0;;;;6,767952;6,768261;0,000309;;-4,00E-06;0,000313;0,000317
1135;6,768261;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=722553 Win=532992 Len=0;;;;6,768261;6,768574;0,000313;;8,00E-06;0,000305;0,000297
1136;6,768574;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=725273 Win=532992 Len=0;;;;6,768574;6,768879;0,000305;;0,000307;-2,00E-06;-0,000309
1137;6,768879;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=727993 Win=532992 Len=0;;;;6,768879;6,768877;-2,00E-06;;-0,001132;0,00113;0,002262
1138;6,768877;114,4,169,236;192,168,43,157;TLSv1,3;34054;Application Data, Application Data;;;;6,768877;6,770007;0,00113;;-0,002589;0,003719;0,006308
1139;6,770007;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=761993 Win=532992 Len=0;;;;6,770007;6,773726;0,003719;;0,002751;0,000968;-0,001783
1140;6,773726;114,4,169,236;192,168,43,157;TLSv1,3;34054;Application Data, Application Data;;;;6,773726;6,774694;0,000968;;-0,002719;0,003687;0,006406
1141;6,774694;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=795993 Win=532992 Len=0;;;;6,774694;6,778381;0,003687;;0,002653;0,001034;-0,001619
1142;6,778381;114,4,169,236;192,168,43,157;TLSv1,3;34054;Application Data, Application Data;;;;6,778381;6,779415;0,001034;;-0,001323;0,002357;0,00368
1143;6,779415;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=829993 Win=532992 Len=0;;;;6,779415;6,781772;0,002357;;0,002357;0;-0,002357
1144;6,781772;114,4,169,236;192,168,43,157;TLSv1,3;24534;Application Data, Application Data;;;;6,781772;6,781772;0;;-0,000856;0,000856;0,001712
1145;6,781772;114,4,169,236;192,168,43,157;TLSv1,3;647;Application Data;;;;6,781772;6,782628;0,000856;;0,000554;0,000302;-0,000252
1146;6,782628;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=854473 Win=1066240 Len=0;;;;6,782628;6,78293;0,000302;;-0,007097;0,007399;0,014496
1147;6,78293;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=7323 Ack=855066 Win=1065472 Len=0;;;;6,78293;6,790329;0,007399;;-0,029314;0,036713;0,066027
1148;6,790329;192,168,43,157;114,4,164,10;TLSv1,2;224;Application Data;;;;6,790329;6,827042;0,036713;;0,036188;0,000525;-0,035663
1149;6,827042;114,4,164,10;192,168,43,157;TLSv1,2;368;Application Data;;;;6,827042;6,827567;0,000525;;-0,053601;0,054126;0,107727
1150;6,827567;192,168,43,157;114,4,164,10;TLSv1,2;275;Application Data;;;;6,827567;6,881693;0,054126;;0,005805;0,048321;0,042516
1151;6,881693;114,4,164,10;192,168,43,157;TLSv1,2;287;Application Data;;;;6,881693;6,930014;0,048321;;-0,151845;0,200166;0,352011
1152;6,930014;192,168,43,157;114,4,164,10;TCP;54;50226  >  443 [ACK] Seq=392 Ack=548 Win=255 Len=0;;;;6,930014;7,13018;0,200166;;0,06021;0,139956;0,079746
1153;7,13018;192,168,43,157;54,230,85,189;TCP;55;50233  >  80 [ACK] Seq=1 Ack=1 Win=256 Len=1;;;;7,13018;7,270136;0,139956;;0,100012;0,039944;-0,060068
1154;7,270136;54,230,85,189;192,168,43,157;TCP;66;80  >  50233 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;;7,270136;7,31008;0,039944;;0,039943;1,00E-06;-0,039942
1155;7,31008;192,168,43,157;54,230,85,189;TCP;55;50231  >  80 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;;7,31008;7,310081;1,00E-06;;-0,096796;0,096797;0,193593
1156;7,310081;192,168,43,157;54,230,85,189;TCP;55;50232  >  80 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;;7,310081;7,406878;0,096797;;0,096797;0;-0,096797
1157;7,406878;54,230,85,189;192,168,43,157;TCP;66;80  >  50232 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;;7,406878;7,406878;0;;-0,283269;0,283269;0,566538
1158;7,406878;54,230,85,189;192,168,43,157;TCP;66;80  >  50231 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;;7,406878;7,690147;0,283269;;0,283245;2,40E-05;-0,283221
1160;7,690147;192,168,43,157;54,239,21,139;TCP;55;50224  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU];;;;7,690147;7,690171;2,40E-05;;-0,162236;0,16226;0,324496
1161;7,690171;192,168,43,157;54,239,21,125;TCP;55;50221  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU];;;;7,690171;7,852431;0,16226;;0,16225;1,00E-05;-0,16224
1162;7,852431;192,168,43,157;114,4,169,236;TCP;54;[TCP Previous segment not captured] 50276  >  443 [FIN, ACK] Seq=683 Ack=204 Win=66304 Len=0;;;;7,852431;7,852441;1,00E-05;;-0,040242;0,040252;0,080494
1163;7,852441;192,168,43,157;114,4,169,236;TCP;78;[TCP Out-Of-Order] 50276  >  443 [PSH, ACK] Seq=659 Ack=204 Win=66304 Len=24;;;;7,852441;7,892693;0,040252;;0,039911;0,000341;-0,03957
1164;7,892693;114,4,169,236;192,168,43,157;TCP;66;[TCP Dup ACK 182#1] 443  >  50276 [ACK] Seq=204 Ack=659 Win=66816 Len=0 SLE=683 SRE=684;;;;7,892693;7,893034;0,000341;;0,000341;0;-0,000341
1165;7,893034;114,4,169,236;192,168,43,157;TCP;54;443  >  50276 [ACK] Seq=204 Ack=684 Win=66816 Len=0;;;;7,893034;7,893034;0;;-0,177051;0,177051;0,354102
1166;7,893034;114,4,169,236;192,168,43,157;TCP;54;443  >  50276 [FIN, ACK] Seq=204 Ack=684 Win=66816 Len=0;;;;7,893034;8,070085;0,177051;;0,1733;0,003751;-0,169549
1167;8,070085;192,168,43,157;172,217,194,94;TCP;55;50194  >  80 [ACK] Seq=1 Ack=1 Win=257 Len=1;;;;8,070085;8,073836;0,003751;;0,003751;0;-0,003751
1168;8,073836;54,239,21,139;192,168,43,157;TCP;54;443  >  50224 [ACK] Seq=1 Ack=2 Win=468 Len=0;;;;8,073836;8,073836;0;;-0,059408;0,059408;0,118816
1169;8,073836;54,239,21,125;192,168,43,157;TCP;54;443  >  50221 [ACK] Seq=1 Ack=2 Win=468 Len=0;;;;8,073836;8,133244;0,059408;;0,041695;0,017713;-0,023982
1170;8,133244;192,168,43,157;172,217,194,94;TCP;55;50174  >  80 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;;8,133244;8,150957;0,017713;;0,016233;0,00148;-0,014753
1171;8,150957;114,4,169,236;192,168,43,157;TCP;54;[TCP Retransmission] 443  >  50276 [FIN, ACK] Seq=204 Ack=684 Win=66816 Len=0;;;;8,150957;8,152437;0,00148;;0,00132;0,00016;-0,00116
1172;8,152437;192,168,43,157;114,4,169,236;TCP;54;[TCP ZeroWindow] 50276  >  443 [ACK] Seq=684 Ack=205 Win=0 Len=0;;;;8,152437;8,152597;0,00016;;-0,033511;0,033671;0,067182
1173;8,152597;172,217,194,94;192,168,43,157;TCP;66;80  >  50194 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2;;;;8,152597;8,186268;0,033671;;-0,370548;0,404219;0,774767
1174;8,186268;172,217,194,94;192,168,43,157;TCP;66;80  >  50174 [ACK] Seq=1 Ack=2 Win=298 Len=0 SLE=1 SRE=2;;;;8,186268;8,590487;0,404219;;0,192657;0,211562;0,018905
1175;8,590487;192,168,43,157;54,239,21,125;TCP;55;50237  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU];;;;8,590487;8,802049;0,211562;;0,211562;0;-0,211562
1176;8,802049;192,168,43,157;114,4,169,236;TCP;1414;50275  >  443 [ACK] Seq=7323 Ack=855066 Win=1065472 Len=1360 [TCP segment of a reassembled PDU];;;;8,802049;8,802049;0;;-0,049975;0,049975;0,09995
1177;8,802049;192,168,43,157;114,4,169,236;TLSv1,3;91;Application Data;;;;8,802049;8,852024;0,049975;;0,049685;0,00029;-0,049395
1178;8,852024;114,4,169,236;192,168,43,157;TCP;54;443  >  50275 [ACK] Seq=855066 Ack=8720 Win=83968 Len=0;;;;8,852024;8,852314;0,00029;;-0,00166;0,00195;0,00361
1179;8,852314;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data, Application Data;;;;8,852314;8,854264;0,00195;;0,001417;0,000533;-0,000884
1180;8,854264;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=856426 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,854264;8,854797;0,000533;;-2,20E-05;0,000555;0,000577
1181;8,854797;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=857786 Win=1066240 Len=0;;;;8,854797;8,855352;0,000555;;3,00E-05;0,000525;0,000495
1182;8,855352;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=857786 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,855352;8,855877;0,000525;;-0,000665;0,00119;0,001855
1183;8,855877;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=863226 Win=1066240 Len=0;;;;8,855877;8,857067;0,00119;;0,000687;0,000503;-0,000184
1184;8,857067;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=863226 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,857067;8,85757;0,000503;;5,00E-05;0,000453;0,000403
1185;8,85757;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=867306 Win=1066240 Len=0;;;;8,85757;8,858023;0,000453;;6,50E-05;0,000388;0,000323
1186;8,858023;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=867306 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,858023;8,858411;0,000388;;-5,80E-05;0,000446;0,000504
1187;8,858411;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=868666 Win=1066240 Len=0;;;;8,858411;8,858857;0,000446;;-0,004512;0,004958;0,00947
